Refseq	Symbol	Chr	Start	End	Strand	txLength	countLength	basal1	basal2	treat1	treat2
CTD-2568A17.8	CTD-2568A17.8	chrx	1	1	.	260	260	0	0	0	0
C19orf48	C19orf48	chrx	1	1	.	3256	3256	2020	1947	1363	1700
CTD-2568A17.5	CTD-2568A17.5	chrx	1	1	.	936	936	0	19	0	54
AC011523.2	AC011523.2	chrx	1	1	.	392	392	0	0	0	0
KLK3	KLK3	chrx	1	1	.	4639	4639	0	0	0	0
KLK5	KLK5	chrx	1	1	.	1653	1653	0	0	0	0
CTB-147C22.8	CTB-147C22.8	chrx	1	1	.	959	959	0	0	0	0
CTB-147C22.9	CTB-147C22.9	chrx	1	1	.	536	536	0	0	0	0
KLK10	KLK10	chrx	1	1	.	3853	3853	0	28	0	0
CTC-518B2.12	CTC-518B2.12	chrx	1	1	.	240	240	0	0	0	0
KLK11	KLK11	chrx	1	1	.	3113	3113	0	0	0	0
CTC-518B2.9	CTC-518B2.9	chrx	1	1	.	485	485	0	0	0	0
CTC-518B2.10	CTC-518B2.10	chrx	1	1	.	443	443	0	0	0	0
KLK13	KLK13	chrx	1	1	.	2007	2007	0	0	0	0
CTU1	CTU1	chrx	1	1	.	2087	2087	22	78	10	49
SIGLEC18P	SIGLEC18P	chrx	1	1	.	909	909	0	0	0	0
SIGLEC9	SIGLEC9	chrx	1	1	.	2539	2539	0	0	0	0
CTD-3187F8.15	CTD-3187F8.15	chrx	1	1	.	421	421	0	0	0	0
SIGLEC7	SIGLEC7	chrx	1	1	.	2043	2043	0	0	0	0
SIGLEC19P	SIGLEC19P	chrx	1	1	.	371	371	0	0	0	0
CTD-3187F8.14	CTD-3187F8.14	chrx	1	1	.	1763	1763	0	0	0	0
CTD-3187F8.6	CTD-3187F8.6	chrx	1	1	.	337	337	0	0	0	0
SIGLEC20P	SIGLEC20P	chrx	1	1	.	1311	1311	0	0	0	0
CTD-3187F8.7	CTD-3187F8.7	chrx	1	1	.	872	872	0	0	0	0
SIGLEC21P	SIGLEC21P	chrx	1	1	.	1010	1010	0	0	0	0
SIGLEC22P	SIGLEC22P	chrx	1	1	.	744	744	0	0	0	0
CD33	CD33	chrx	1	1	.	5975	5975	0	0	0	0
SIGLECL1	SIGLECL1	chrx	1	1	.	2350	2350	0	0	0	0
CTD-3187F8.2	CTD-3187F8.2	chrx	1	1	.	547	547	0	0	0	0
CTD-3187F8.11	CTD-3187F8.11	chrx	1	1	.	1109	1109	0	0	0	0
CTC-482H14.5	CTC-482H14.5	chrx	1	1	.	346	346	0	0	0	0
CTD-3187F8.12	CTD-3187F8.12	chrx	1	1	.	974	974	0	0	0	0
IGLON5	IGLON5	chrx	1	1	.	2606	2606	0	2	0	0
VSIG10L	VSIG10L	chrx	1	1	.	3771	3771	70	164	34	104
CTD-2616J11.16	CTD-2616J11.16	chrx	1	1	.	438	438	0	0	0	0
CTD-2616J11.9	CTD-2616J11.9	chrx	1	1	.	219	219	0	0	0	0
ETFB	ETFB	chrx	1	1	.	6526	6526	80	101	112	189
CTD-2616J11.11	CTD-2616J11.11	chrx	1	1	.	551	551	0	0	0	0
CTD-2616J11.10	CTD-2616J11.10	chrx	1	1	.	473	473	0	0	0	6
CLDND2	CLDND2	chrx	1	1	.	1156	1156	0	0	0	0
NKG7	NKG7	chrx	1	1	.	935	935	0	0	0	0
LIM2	LIM2	chrx	1	1	.	988	988	0	0	0	0
CTD-2616J11.4	CTD-2616J11.4	chrx	1	1	.	1447	1447	0	0	0	0
CTD-2616J11.14	CTD-2616J11.14	chrx	1	1	.	559	559	0	0	0	0
MKI67IPP6	MKI67IPP6	chrx	1	1	.	845	845	0	0	0	0
CTD-2616J11.3	CTD-2616J11.3	chrx	1	1	.	492	492	0	0	0	0
CTD-2616J11.2	CTD-2616J11.2	chrx	1	1	.	1005	1005	0	0	0	0
CTD-2616J11.15	CTD-2616J11.15	chrx	1	1	.	322	322	0	0	0	0
CTD-3073N11.5	CTD-3073N11.5	chrx	1	1	.	272	272	0	0	0	0
SIGLEC8	SIGLEC8	chrx	1	1	.	3171	3171	0	0	0	0
SIGLEC26P	SIGLEC26P	chrx	1	1	.	277	277	0	0	0	0
SIGLEC12	SIGLEC12	chrx	1	1	.	2201	2201	0	0	0	0
CTD-3073N11.7	CTD-3073N11.7	chrx	1	1	.	304	304	0	0	0	0
SIGLEC6	SIGLEC6	chrx	1	1	.	2573	2573	0	0	0	0
CTD-3073N11.9	CTD-3073N11.9	chrx	1	1	.	430	430	0	0	0	0
SIGLEC28P	SIGLEC28P	chrx	1	1	.	329	329	0	0	0	0
SIGLEC29P	SIGLEC29P	chrx	1	1	.	1114	1114	0	0	0	0
ZNF175	ZNF175	chrx	1	1	.	4626	4626	279	471	201	242
AC018755.16	AC018755.16	chrx	1	1	.	1472	1472	0	16	0	7
AC018755.17	AC018755.17	chrx	1	1	.	1182	1182	0	0	0	0
RPL9P33	RPL9P33	chrx	1	1	.	566	566	0	0	0	0
SIGLEC14	SIGLEC14	chrx	1	1	.	2082	2082	0	0	0	0
RPL7P51	RPL7P51	chrx	1	1	.	749	749	0	0	0	0
LINC00085	LINC00085	chrx	1	1	.	3648	3648	145	75	112	96
HAS1	HAS1	chrx	1	1	.	2241	2241	0	0	0	0
FPR1	FPR1	chrx	1	1	.	2594	2594	0	0	0	0
FPR2	FPR2	chrx	1	1	.	3700	3700	0	0	0	0
FPR3	FPR3	chrx	1	1	.	2772	2772	2	29	10	0
AC006272.2	AC006272.2	chrx	1	1	.	552	552	0	0	0	0
AC006272.1	AC006272.1	chrx	1	1	.	423	423	0	0	0	0
ZNF577	ZNF577	chrx	1	1	.	6234	6234	59	1	72	42
CTC-429C10.2	CTC-429C10.2	chrx	1	1	.	579	579	0	0	0	0
ZNF649	ZNF649	chrx	1	1	.	4365	4365	182	247	94	110
ZNF613	ZNF613	chrx	1	1	.	3146	3146	99	93	38	70
HCCAT3	HCCAT3	chrx	1	1	.	1018	1018	0	0	0	0
ZNF350	ZNF350	chrx	1	1	.	4539	4539	104	53	84	116
ZNF615	ZNF615	chrx	1	1	.	4871	4871	153	26	61	80
ZNF614	ZNF614	chrx	1	1	.	5813	5813	192	199	168	211
ZNF432	ZNF432	chrx	1	1	.	5985	5985	331	79	276	142
CTC-471J1.2	CTC-471J1.2	chrx	1	1	.	675	675	0	0	0	0
CTC-471J1.10	CTC-471J1.10	chrx	1	1	.	409	409	0	0	0	0
ZNF616	ZNF616	chrx	1	1	.	4891	4891	45	83	89	34
CTC-471J1.8	CTC-471J1.8	chrx	1	1	.	599	599	0	0	0	0
CTC-471J1.9	CTC-471J1.9	chrx	1	1	.	332	332	0	0	0	0
RPL37P23	RPL37P23	chrx	1	1	.	294	294	1	3	1	3
ZNF836	ZNF836	chrx	1	1	.	4229	4229	51	11	31	9
CTD-2525I3.2	CTD-2525I3.2	chrx	1	1	.	578	578	5	20	3	0
CTD-2525I3.3	CTD-2525I3.3	chrx	1	1	.	1121	1121	0	0	0	0
RPL32P34	RPL32P34	chrx	1	1	.	400	400	0	0	0	0
CTD-2525I3.5	CTD-2525I3.5	chrx	1	1	.	447	447	0	0	0	0
ZNF480	ZNF480	chrx	1	1	.	4836	4836	345	645	491	480
CTD-2525I3.6	CTD-2525I3.6	chrx	1	1	.	1905	1905	0	0	0	0
ZNF610	ZNF610	chrx	1	1	.	3537	3537	123	145	37	2
ZNF880	ZNF880	chrx	1	1	.	3719	3719	134	260	131	96
CTD-3018O17.3	CTD-3018O17.3	chrx	1	1	.	4160	4160	66	8	78	5
ZNF528	ZNF528	chrx	1	1	.	8530	8530	173	146	120	124
DPPA5P1	DPPA5P1	chrx	1	1	.	340	340	0	0	0	0
ZNF534	ZNF534	chrx	1	1	.	3279	3279	0	0	0	0
ZNF578	ZNF578	chrx	1	1	.	7189	7189	37	0	19	1
CTD-3099C6.5	CTD-3099C6.5	chrx	1	1	.	880	880	0	0	0	0
ZNF808	ZNF808	chrx	1	1	.	5008	5008	198	349	216	206
ZNF701	ZNF701	chrx	1	1	.	6294	6294	359	483	208	250
RPL39P34	RPL39P34	chrx	1	1	.	156	156	0	0	0	0
CTD-3099C6.7	CTD-3099C6.7	chrx	1	1	.	640	640	0	0	0	0
CTD-3099C6.11	CTD-3099C6.11	chrx	1	1	.	644	644	0	0	0	0
CTD-3099C6.9	CTD-3099C6.9	chrx	1	1	.	2848	2848	47	79	39	119
CDC34	CDC34	chrx	1	1	.	2172	2172	1199	1210	913	1163
ZNF600	ZNF600	chrx	1	1	.	4669	4669	205	270	153	292
CTD-2102P23.1	CTD-2102P23.1	chrx	1	1	.	885	885	0	0	0	0
CTD-2331H12.5	CTD-2331H12.5	chrx	1	1	.	1060	1060	0	0	0	0
CTD-2331H12.7	CTD-2331H12.7	chrx	1	1	.	486	486	11	32	35	22
ZNF321P	ZNF321P	chrx	1	1	.	1252	1252	0	0	0	0
CTD-2620I22.1	CTD-2620I22.1	chrx	1	1	.	553	553	0	0	0	0
ZNF702P	ZNF702P	chrx	1	1	.	4769	4769	126	202	69	190
CTD-2620I22.2	CTD-2620I22.2	chrx	1	1	.	1111	1111	0	0	0	0
CTD-2620I22.3	CTD-2620I22.3	chrx	1	1	.	4060	4060	0	0	1	0
ERVV-1	ERVV-1	chrx	1	1	.	2202	2202	0	0	0	0
ERVV-2	ERVV-2	chrx	1	1	.	2431	2431	0	0	0	0
ZNF347	ZNF347	chrx	1	1	.	5364	5364	132	95	131	143
CTD-2620I22.7	CTD-2620I22.7	chrx	1	1	.	386	386	1	0	0	0
ZNF665	ZNF665	chrx	1	1	.	5808	5808	14	0	25	16
CTD-2245F17.2	CTD-2245F17.2	chrx	1	1	.	359	359	0	0	0	0
CTD-2245F17.3	CTD-2245F17.3	chrx	1	1	.	545	545	29	27	51	22
ZNF818P	ZNF818P	chrx	1	1	.	409	409	0	41	8	0
NDUFV2P1	NDUFV2P1	chrx	1	1	.	907	907	24	26	25	34
CTD-2245F17.6	CTD-2245F17.6	chrx	1	1	.	337	337	0	0	0	0
VN1R2	VN1R2	chrx	1	1	.	1460	1460	0	0	0	0
VN1R4	VN1R4	chrx	1	1	.	1044	1044	0	0	0	0
CTD-2245F17.9	CTD-2245F17.9	chrx	1	1	.	507	507	0	0	0	0
BIRC8	BIRC8	chrx	1	1	.	2020	2020	0	0	0	0
FAM90A28P	FAM90A28P	chrx	1	1	.	1858	1858	0	0	0	0
VN1R6P	VN1R6P	chrx	1	1	.	907	907	0	0	0	0
CTD-3141N22.1	CTD-3141N22.1	chrx	1	1	.	156	156	0	0	0	0
ZNF765	ZNF765	chrx	1	1	.	7012	7012	224	107	96	201
RPL39P36	RPL39P36	chrx	1	1	.	156	156	0	0	0	20
CTD-2224J9.7	CTD-2224J9.7	chrx	1	1	.	481	481	0	0	0	0
TPM3P9	TPM3P9	chrx	1	1	.	2920	2920	14	378	53	207
TPM3P6	TPM3P6	chrx	1	1	.	742	742	6	14	18	3
CTD-2224J9.4	CTD-2224J9.4	chrx	1	1	.	151	151	0	0	0	0
CTD-2224J9.8	CTD-2224J9.8	chrx	1	1	.	1423	1423	0	0	0	0
CTB-167G5.5	CTB-167G5.5	chrx	1	1	.	1228	1228	0	0	0	0
CTB-167G5.6	CTB-167G5.6	chrx	1	1	.	766	766	0	0	0	0
CTB-167G5.3	CTB-167G5.3	chrx	1	1	.	453	453	0	0	0	0
DPRX	DPRX	chrx	1	1	.	648	648	0	0	0	0
CTC-339O9.2	CTC-339O9.2	chrx	1	1	.	729	729	0	0	0	0
HMGN1P32	HMGN1P32	chrx	1	1	.	256	256	0	0	0	0
SEPT7P8	SEPT7P8	chrx	1	1	.	775	775	0	0	0	0
AC008753.3	AC008753.3	chrx	1	1	.	284	284	0	0	0	0
MIR371B	MIR371B	chrx	1	1	.	446	446	0	0	0	0
AC008753.4	AC008753.4	chrx	1	1	.	387	387	0	0	0	0
AC008753.6	AC008753.6	chrx	1	1	.	439	439	16	0	0	0
AC008440.10	AC008440.10	chrx	1	1	.	555	555	0	0	8	0
MYADM	MYADM	chrx	1	1	.	3675	3675	20802	24009	21081	25381
AC008440.5	AC008440.5	chrx	1	1	.	423	423	0	0	2	0
GZMM	GZMM	chrx	1	1	.	940	940	0	0	0	0
CACNG7	CACNG7	chrx	1	1	.	2800	2800	106	537	87	481
CACNG8	CACNG8	chrx	1	1	.	8747	8747	37	84	74	116
ZNRF4	ZNRF4	chrx	1	1	.	1442	1442	0	0	0	0
TARM1	TARM1	chrx	1	1	.	1293	1293	0	0	0	0
OSCAR	OSCAR	chrx	1	1	.	2069	2069	0	0	1	0
NDUFA3	NDUFA3	chrx	1	1	.	2475	2475	3095	3618	2392	3251
TFPT	TFPT	chrx	1	1	.	1240	1240	268	343	152	265
AC012314.8	AC012314.8	chrx	1	1	.	4158	4158	0	0	0	0
LENG1	LENG1	chrx	1	1	.	1542	1542	88	73	11	125
CTD-3093M3.1	CTD-3093M3.1	chrx	1	1	.	664	664	1	24	0	7
AC012314.20	AC012314.20	chrx	1	1	.	410	410	0	0	0	0
RPS9	RPS9	chrx	1	1	.	4371	4371	6228	6924	4201	6897
AC012314.19	AC012314.19	chrx	1	1	.	327	327	0	0	0	0
CTB-83J4.1	CTB-83J4.1	chrx	1	1	.	359	359	0	0	0	0
AC010492.2	AC010492.2	chrx	1	1	.	901	901	2	0	0	0
AC010492.4	AC010492.4	chrx	1	1	.	219	219	0	0	0	0
CTD-2337J16.1	CTD-2337J16.1	chrx	1	1	.	619	619	0	0	0	0
AC098789.1	AC098789.1	chrx	1	1	.	550	550	0	0	0	0
AC010492.5	AC010492.5	chrx	1	1	.	649	649	0	0	0	0
AC010518.3	AC010518.3	chrx	1	1	.	170	170	0	0	0	0
LILRA3	LILRA3	chrx	1	1	.	1924	1924	0	0	0	0
AC008984.5	AC008984.5	chrx	1	1	.	356	356	0	0	0	0
AC008984.7	AC008984.7	chrx	1	1	.	404	404	0	0	0	0
AC008984.2	AC008984.2	chrx	1	1	.	1738	1738	0	0	0	1
VN1R104P	VN1R104P	chrx	1	1	.	1009	1009	0	0	0	0
AC008984.6	AC008984.6	chrx	1	1	.	1067	1067	0	0	0	0
LILRA4	LILRA4	chrx	1	1	.	2171	2171	0	0	0	0
CTD-2587H19.1	CTD-2587H19.1	chrx	1	1	.	1904	1904	0	0	0	0
AC008746.10	AC008746.10	chrx	1	1	.	472	472	0	0	0	0
AC008746.3	AC008746.3	chrx	1	1	.	529	529	0	0	0	0
CTD-2587H19.2	CTD-2587H19.2	chrx	1	1	.	483	483	0	0	0	0
CTD-2587H19.3	CTD-2587H19.3	chrx	1	1	.	337	337	0	23	0	0
AC008746.12	AC008746.12	chrx	1	1	.	516	516	0	0	0	0
AC008746.5	AC008746.5	chrx	1	1	.	218	218	0	0	0	0
LENG9	LENG9	chrx	1	1	.	1914	1914	170	183	49	115
CDC42EP5	CDC42EP5	chrx	1	1	.	903	903	142	354	163	370
LAIR2	LAIR2	chrx	1	1	.	1078	1078	0	0	0	0
AC008746.9	AC008746.9	chrx	1	1	.	309	309	0	0	0	0
KIR3DX1	KIR3DX1	chrx	1	1	.	5199	5199	0	0	0	0
AC009892.2	AC009892.2	chrx	1	1	.	287	287	0	0	0	0
CTB-83J4.2	CTB-83J4.2	chrx	1	1	.	847	847	0	0	0	0
LILRA1	LILRA1	chrx	1	1	.	3587	3587	0	0	0	0
AC009892.5	AC009892.5	chrx	1	1	.	319	319	0	0	0	0
AC009892.10	AC009892.10	chrx	1	1	.	554	554	0	0	0	0
VN1R105P	VN1R105P	chrx	1	1	.	910	910	0	0	0	0
AC009892.9	AC009892.9	chrx	1	1	.	146	146	0	0	0	0
AC011515.2	AC011515.2	chrx	1	1	.	579	579	0	0	0	0
LILRP1	LILRP1	chrx	1	1	.	1370	1370	0	0	0	0
AC098784.1	AC098784.1	chrx	1	1	.	284	284	0	0	0	0
LILRP2	LILRP2	chrx	1	1	.	2127	2127	0	0	0	0
KIR3DL3	KIR3DL3	chrx	1	1	.	1691	1691	0	0	0	0
CTB-61M7.1	CTB-61M7.1	chrx	1	1	.	1294	1294	0	0	0	0
KIR2DP1	KIR2DP1	chrx	1	1	.	1331	1331	0	0	0	0
KIR2DL1	KIR2DL1	chrx	1	1	.	1674	1674	0	0	0	0
KIR3DP1	KIR3DP1	chrx	1	1	.	628	628	0	0	0	0
KIR2DS4	KIR2DS4	chrx	1	1	.	1608	1608	0	0	0	0
KIR3DL2	KIR3DL2	chrx	1	1	.	1877	1877	0	0	0	0
FCAR	FCAR	chrx	1	1	.	2366	2366	0	0	0	0
CTB-61M7.2	CTB-61M7.2	chrx	1	1	.	748	748	0	0	0	0
CTC-550B14.8	CTC-550B14.8	chrx	1	1	.	960	960	0	0	0	0
NLRP2	NLRP2	chrx	1	1	.	6313	6313	0	0	0	0
CTC-550B14.1	CTC-550B14.1	chrx	1	1	.	307	307	0	0	0	0
CTC-550B14.7	CTC-550B14.7	chrx	1	1	.	1374	1374	0	0	0	0
GP6	GP6	chrx	1	1	.	2703	2703	0	4	0	0
CTC-550B14.6	CTC-550B14.6	chrx	1	1	.	1271	1271	0	0	0	0
RDH13	RDH13	chrx	1	1	.	8575	8575	42	82	26	32
TINCR	TINCR	chrx	1	1	.	3925	3925	0	0	0	0
EPS8L1	EPS8L1	chrx	1	1	.	5341	5341	19	51	23	117
CTD-2587H24.1	CTD-2587H24.1	chrx	1	1	.	488	488	0	0	0	0
TNNI3	TNNI3	chrx	1	1	.	2032	2032	0	0	0	0
CTD-2587H24.4	CTD-2587H24.4	chrx	1	1	.	975	975	0	0	0	0
CTD-2587H24.5	CTD-2587H24.5	chrx	1	1	.	1643	1643	0	58	0	0
SYT5	SYT5	chrx	1	1	.	5347	5347	0	61	0	49
PTPRH	PTPRH	chrx	1	1	.	4344	4344	0	0	28	0
CTD-2587H24.10	CTD-2587H24.10	chrx	1	1	.	1577	1577	0	0	0	0
TMEM86B	TMEM86B	chrx	1	1	.	3641	3641	44	175	100	119
PPP6R1	PPP6R1	chrx	1	1	.	6583	6583	4006	6018	3637	5889
BRSK1	BRSK1	chrx	1	1	.	3841	3841	0	42	4	2
CTD-2105E13.14	CTD-2105E13.14	chrx	1	1	.	359	359	0	0	0	0
TMEM150B	TMEM150B	chrx	1	1	.	1713	1713	0	0	0	0
SUV420H2	SUV420H2	chrx	1	1	.	4775	4775	121	200	77	84
COX6B2	COX6B2	chrx	1	1	.	3815	3815	0	0	0	20
CTD-2105E13.6	CTD-2105E13.6	chrx	1	1	.	3058	3058	0	0	0	0
FAM71E2	FAM71E2	chrx	1	1	.	3274	3274	0	0	0	0
SAFB2	SAFB2	chrx	1	1	.	6222	6222	309	419	255	638
IL11	IL11	chrx	1	1	.	2671	2671	35	16	25	23
TMEM190	TMEM190	chrx	1	1	.	593	593	0	0	0	0
CTD-2105E13.15	CTD-2105E13.15	chrx	1	1	.	547	547	0	0	0	0
TMEM238	TMEM238	chrx	1	1	.	1000	1000	0	0	0	0
CTD-2105E13.13	CTD-2105E13.13	chrx	1	1	.	675	675	0	0	0	14
UBE2S	UBE2S	chrx	1	1	.	1249	1249	3317	3137	2199	2944
SHISA7	SHISA7	chrx	1	1	.	6083	6083	0	0	0	0
ISOC2	ISOC2	chrx	1	1	.	4408	4408	758	1445	329	1394
CTD-2537I9.16	CTD-2537I9.16	chrx	1	1	.	500	500	11	0	0	0
NAT14	NAT14	chrx	1	1	.	2163	2163	298	668	357	296
SSC5D	SSC5D	chrx	1	1	.	7314	7314	45	40	5	98
SBK3	SBK3	chrx	1	1	.	1519	1519	11	0	0	26
CTD-2537I9.5	CTD-2537I9.5	chrx	1	1	.	645	645	6	32	0	0
ZNF579	ZNF579	chrx	1	1	.	2558	2558	710	718	509	535
FIZ1	FIZ1	chrx	1	1	.	6781	6781	1085	1182	1092	1403
ZNF524	ZNF524	chrx	1	1	.	1360	1360	699	1281	708	824
ZNF865	ZNF865	chrx	1	1	.	4005	4005	852	904	784	1064
ZNF784	ZNF784	chrx	1	1	.	2058	2058	311	201	138	209
ZNF580	ZNF580	chrx	1	1	.	2403	2403	2130	2079	1915	2067
ZNF581	ZNF581	chrx	1	1	.	1736	1736	1059	1207	681	1012
CCDC106	CCDC106	chrx	1	1	.	2709	2709	1255	1525	924	1304
U2AF2	U2AF2	chrx	1	1	.	4115	4115	8599	13175	7986	14144
CTD-2537I9.12	CTD-2537I9.12	chrx	1	1	.	561	561	0	0	0	0
CTD-2537I9.13	CTD-2537I9.13	chrx	1	1	.	802	802	0	0	0	0
EPN1	EPN1	chrx	1	1	.	3849	3849	10771	17344	8703	16152
AC010525.4	AC010525.4	chrx	1	1	.	441	441	0	0	0	0
AC010525.6	AC010525.6	chrx	1	1	.	537	537	0	15	0	10
AC010525.7	AC010525.7	chrx	1	1	.	1115	1115	0	0	0	0
AC010525.5	AC010525.5	chrx	1	1	.	195	195	0	0	0	0
NLRP9	NLRP9	chrx	1	1	.	3599	3599	0	0	0	0
CTD-2611O12.8	CTD-2611O12.8	chrx	1	1	.	311	311	0	0	0	0
CTD-2611O12.7	CTD-2611O12.7	chrx	1	1	.	371	371	0	0	0	0
RFPL4A	RFPL4A	chrx	1	1	.	1035	1035	0	0	0	0
RFPL4AL1	RFPL4AL1	chrx	1	1	.	908	908	0	0	0	0
RFPL4AP1	RFPL4AP1	chrx	1	1	.	850	850	0	0	0	0
NLRP13	NLRP13	chrx	1	1	.	3580	3580	0	0	0	0
NLRP8	NLRP8	chrx	1	1	.	3934	3934	0	0	0	0
NLRP5	NLRP5	chrx	1	1	.	4023	4023	0	0	0	0
CTD-2621I17.6	CTD-2621I17.6	chrx	1	1	.	1661	1661	0	0	0	0
ZNF787	ZNF787	chrx	1	1	.	3674	3674	904	1557	547	1113
ZNF444	ZNF444	chrx	1	1	.	7239	7239	1317	1937	751	1816
AC009005.2	AC009005.2	chrx	1	1	.	850	850	24	2	3	41
CTD-2086L14.1	CTD-2086L14.1	chrx	1	1	.	610	610	0	7	0	0
RPL36	RPL36	chrx	1	1	.	2272	2272	2237	2523	1760	2332
ZSCAN5D	ZSCAN5D	chrx	1	1	.	1491	1491	0	0	0	0
AC006116.20	AC006116.20	chrx	1	1	.	2215	2215	1	0	0	0
C19orf70	C19orf70	chrx	1	1	.	1854	1854	521	1127	569	993
HSD11B1L	HSD11B1L	chrx	1	1	.	2990	2990	84	107	51	165
AC006116.19	AC006116.19	chrx	1	1	.	559	559	0	0	0	0
AC006116.17	AC006116.17	chrx	1	1	.	2537	2537	0	0	0	0
VN2R17P	VN2R17P	chrx	1	1	.	832	832	0	0	0	0
AC006116.22	AC006116.22	chrx	1	1	.	2171	2171	0	0	0	0
AC006116.14	AC006116.14	chrx	1	1	.	361	361	0	0	0	0
AC006116.13	AC006116.13	chrx	1	1	.	988	988	0	0	0	0
AC006116.15	AC006116.15	chrx	1	1	.	1103	1103	0	0	0	0
AC006116.21	AC006116.21	chrx	1	1	.	1040	1040	0	0	0	0
ZNF542	ZNF542	chrx	1	1	.	4690	4690	352	230	210	186
ZNF582	ZNF582	chrx	1	1	.	3152	3152	3	0	1	20
AC006116.24	AC006116.24	chrx	1	1	.	581	581	0	0	0	0
AC006116.27	AC006116.27	chrx	1	1	.	756	756	0	0	0	0
SLC25A36P1	SLC25A36P1	chrx	1	1	.	465	465	0	0	0	0
AC006116.12	AC006116.12	chrx	1	1	.	452	452	0	0	0	0
ZNF583	ZNF583	chrx	1	1	.	8060	8060	100	232	86	123
LONP1	LONP1	chrx	1	1	.	5085	5085	1004	1189	585	1160
ZNF471	ZNF471	chrx	1	1	.	6783	6783	94	29	56	13
AC005498.4	AC005498.4	chrx	1	1	.	465	465	0	0	0	0
AC005498.3	AC005498.3	chrx	1	1	.	1105	1105	0	13	0	0
ZFP28	ZFP28	chrx	1	1	.	6964	6964	128	318	327	142
AC007228.11	AC007228.11	chrx	1	1	.	2045	2045	11	18	0	7
SIGLEC31P	SIGLEC31P	chrx	1	1	.	551	551	0	0	0	0
ZNF71	ZNF71	chrx	1	1	.	6170	6170	359	507	286	425
AC007228.8	AC007228.8	chrx	1	1	.	142	142	0	0	0	0
BSG	BSG	chrx	1	1	.	3770	3770	13730	18786	11619	19666
SMIM17	SMIM17	chrx	1	1	.	1076	1076	0	0	0	0
ZNF835	ZNF835	chrx	1	1	.	2802	2802	0	0	0	0
AC007228.5	AC007228.5	chrx	1	1	.	517	517	0	0	0	0
AC007228.9	AC007228.9	chrx	1	1	.	1328	1328	40	13	28	10
AC006115.3	AC006115.3	chrx	1	1	.	3003	3003	0	0	0	0
OR5AH1P	OR5AH1P	chrx	1	1	.	283	283	0	0	0	0
ZIM2	ZIM2	chrx	1	1	.	2834	2834	0	0	0	0
AC006115.6	AC006115.6	chrx	1	1	.	202	202	0	0	0	0
MIMT1	MIMT1	chrx	1	1	.	2002	2002	0	0	0	0
CTC-258N23.3	CTC-258N23.3	chrx	1	1	.	196	196	0	0	0	0
RPL7AP69	RPL7AP69	chrx	1	1	.	806	806	0	0	0	0
USP29	USP29	chrx	1	1	.	3894	3894	0	0	0	0
ZIM3	ZIM3	chrx	1	1	.	2627	2627	0	0	0	0
CTC-360J11.5	CTC-360J11.5	chrx	1	1	.	466	466	0	0	0	0
CTC-360J11.6	CTC-360J11.6	chrx	1	1	.	274	274	0	0	0	0
DUXA	DUXA	chrx	1	1	.	1006	1006	0	0	0	0
CTC-360J11.4	CTC-360J11.4	chrx	1	1	.	2072	2072	0	1	0	0
CTC-444N24.8	CTC-444N24.8	chrx	1	1	.	1385	1385	45	86	72	54
CTC-444N24.6	CTC-444N24.6	chrx	1	1	.	738	738	0	15	0	0
ZNF460	ZNF460	chrx	1	1	.	3505	3505	748	555	905	949
CTC-444N24.11	CTC-444N24.11	chrx	1	1	.	4258	4258	298	560	519	375
CTC-444N24.9	CTC-444N24.9	chrx	1	1	.	355	355	0	0	0	0
PRR22	PRR22	chrx	1	1	.	1806	1806	90	152	11	205
ZNF543	ZNF543	chrx	1	1	.	3659	3659	84	133	147	257
CTB-54O9.9	CTB-54O9.9	chrx	1	1	.	581	581	0	0	0	0
DUS3L	DUS3L	chrx	1	1	.	3642	3642	286	372	351	363
CTC-444N24.13	CTC-444N24.13	chrx	1	1	.	1045	1045	0	0	0	0
ZNF547	ZNF547	chrx	1	1	.	3568	3568	0	39	2	0
TRAPPC2P1	TRAPPC2P1	chrx	1	1	.	1843	1843	12	19	69	40
AC003002.4	AC003002.4	chrx	1	1	.	456	456	0	0	0	0
ZNF548	ZNF548	chrx	1	1	.	4587	4587	65	120	102	89
AC003002.6	AC003002.6	chrx	1	1	.	1210	1210	0	0	0	0
AC004076.7	AC004076.7	chrx	1	1	.	521	521	0	0	0	0
ZNF17	ZNF17	chrx	1	1	.	3762	3762	24	28	15	55
ZNF749	ZNF749	chrx	1	1	.	3017	3017	59	5	1	41
AC004076.9	AC004076.9	chrx	1	1	.	1028	1028	0	0	0	0
VN1R1	VN1R1	chrx	1	1	.	1313	1313	2	0	0	44
VN1R107P	VN1R107P	chrx	1	1	.	209	209	0	0	0	0
ZNF772	ZNF772	chrx	1	1	.	6096	6096	129	50	81	53
AC003005.2	AC003005.2	chrx	1	1	.	664	664	0	27	0	0
AC003005.4	AC003005.4	chrx	1	1	.	603	603	0	0	0	0
ZNF773	ZNF773	chrx	1	1	.	8073	8073	3	26	51	70
ZNF549	ZNF549	chrx	1	1	.	9279	9279	39	59	85	66
ZNF416	ZNF416	chrx	1	1	.	2561	2561	132	56	32	50
ZIK1	ZIK1	chrx	1	1	.	5257	5257	53	1	7	75
ZNF530	ZNF530	chrx	1	1	.	5019	5019	89	20	14	53
ZNF134	ZNF134	chrx	1	1	.	3771	3771	256	237	198	163
