Refseq	Symbol	Chr	Start	End	Strand	txLength	countLength	basal1	basal2	treat1	treat2
DOCK4	DOCK4	chrx	1	1	.	467961	467961	1446	2006	2007	2193
ZNF277	ZNF277	chrx	1	1	.	132475	132475	46	44	62	114
AC004112.4	AC004112.4	chrx	1	1	.	80198	80198	0	13	0	1
IFRD1	IFRD1	chrx	1	1	.	51543	51543	133	177	255	372
LSMEM1	LSMEM1	chrx	1	1	.	7602	7602	0	0	0	0
NPM1P14	NPM1P14	chrx	1	1	.	315	315	0	0	0	0
AC002463.3	AC002463.3	chrx	1	1	.	84501	84501	0	0	0	0
MIPEPP1	MIPEPP1	chrx	1	1	.	1499	1499	0	0	0	0
TMEM168	TMEM168	chrx	1	1	.	20206	20206	30	35	23	86
C7orf60	C7orf60	chrx	1	1	.	116620	116620	34	95	9	64
AC018464.3	AC018464.3	chrx	1	1	.	39974	39974	0	0	0	0
GPR85	GPR85	chrx	1	1	.	2048	2048	0	0	0	0
RP11-736E3.1	RP11-736E3.1	chrx	1	1	.	44578	44578	0	0	0	0
PPP1R3A	PPP1R3A	chrx	1	1	.	194458	194458	0	0	0	0
FOXP2	FOXP2	chrx	1	1	.	591495	591495	0	0	0	0
AC073626.2	AC073626.2	chrx	1	1	.	5048	5048	0	0	0	0
MDFIC	MDFIC	chrx	1	1	.	91787	91787	133	223	56	100
AC068610.5	AC068610.5	chrx	1	1	.	168558	168558	0	0	0	0
AC068610.3	AC068610.3	chrx	1	1	.	45519	45519	0	1	0	0
RAC1P6	RAC1P6	chrx	1	1	.	167	167	0	0	0	0
RP11-222O23.1	RP11-222O23.1	chrx	1	1	.	305	305	0	0	0	0
RP11-458K10.1	RP11-458K10.1	chrx	1	1	.	28130	28130	0	0	0	0
RP11-458K10.2	RP11-458K10.2	chrx	1	1	.	2015	2015	0	0	0	0
RP11-458K10.3	RP11-458K10.3	chrx	1	1	.	554	554	0	0	0	0
TFEC	TFEC	chrx	1	1	.	216077	216077	0	23	6	119
TES	TES	chrx	1	1	.	43999	43999	202	155	245	200
AC073130.3	AC073130.3	chrx	1	1	.	86471	86471	0	0	0	0
AC002066.1	AC002066.1	chrx	1	1	.	257036	257036	0	0	12	92
AC073130.1	AC073130.1	chrx	1	1	.	8561	8561	0	0	0	0
CAV2	CAV2	chrx	1	1	.	214389	214389	85	216	181	469
CAV1	CAV1	chrx	1	1	.	32315	32315	370	582	1208	2632
AC006159.5	AC006159.5	chrx	1	1	.	8864	8864	0	0	0	0
AC006159.4	AC006159.4	chrx	1	1	.	6789	6789	0	0	0	0
AC006159.3	AC006159.3	chrx	1	1	.	42910	42910	11	0	0	0
MET	MET	chrx	1	1	.	118843	118843	328	425	275	506
CAPZA2	CAPZA2	chrx	1	1	.	102572	102572	286	408	243	201
AC002543.2	AC002543.2	chrx	1	1	.	963	963	8	0	0	0
ST7	ST7	chrx	1	1	.	270071	270071	301	449	430	450
AC006326.3	AC006326.3	chrx	1	1	.	1041	1041	0	0	0	0
WNT2	WNT2	chrx	1	1	.	43646	43646	0	0	0	0
AC002465.2	AC002465.2	chrx	1	1	.	21025	21025	0	0	0	0
ASZ1	ASZ1	chrx	1	1	.	61814	61814	0	0	0	0
AC003045.1	AC003045.1	chrx	1	1	.	84	84	0	0	0	0
CFTR	CFTR	chrx	1	1	.	241836	241836	0	0	0	0
AC000111.3	AC000111.3	chrx	1	1	.	3721	3721	0	0	0	0
AC000111.6	AC000111.6	chrx	1	1	.	42245	42245	0	0	0	0
CTTNBP2	CTTNBP2	chrx	1	1	.	156403	156403	0	8	1	0
AC007568.1	AC007568.1	chrx	1	1	.	344	344	0	0	0	0
AC003084.2	AC003084.2	chrx	1	1	.	4749	4749	0	0	0	0
NAA38	NAA38	chrx	1	1	.	2581	2581	23	0	1	0
ANKRD7	ANKRD7	chrx	1	1	.	26412	26412	0	7	0	0
RP11-515K14.1	RP11-515K14.1	chrx	1	1	.	198	198	0	0	0	0
RP11-328J2.1	RP11-328J2.1	chrx	1	1	.	200818	200818	0	17	0	0
RP4-742N3.1	RP4-742N3.1	chrx	1	1	.	1510	1510	0	0	0	0
RP5-1006K12.1	RP5-1006K12.1	chrx	1	1	.	16965	16965	0	0	0	0
KCND2	KCND2	chrx	1	1	.	470990	470990	1	4	1	2
RP4-797C5.2	RP4-797C5.2	chrx	1	1	.	5226	5226	0	0	0	0
TSPAN12	TSPAN12	chrx	1	1	.	67695	67695	106	89	47	69
ING3	ING3	chrx	1	1	.	21233	21233	88	171	46	163
CPED1	CPED1	chrx	1	1	.	301012	301012	1	13	1	52
WNT16	WNT16	chrx	1	1	.	12469	12469	0	0	0	0
FAM3C	FAM3C	chrx	1	1	.	44074	44074	182	223	201	157
RP11-3L10.2	RP11-3L10.2	chrx	1	1	.	354	354	0	0	0	0
RP4-745K6.1	RP4-745K6.1	chrx	1	1	.	6645	6645	0	0	0	0
PNPT1P2	PNPT1P2	chrx	1	1	.	708	708	0	0	0	0
PTPRZ1	PTPRZ1	chrx	1	1	.	178973	178973	0	0	0	0
AASS	AASS	chrx	1	1	.	63997	63997	55	178	57	114
RP5-1049N15.2	RP5-1049N15.2	chrx	1	1	.	1086	1086	0	0	0	0
RP11-560I19.1	RP11-560I19.1	chrx	1	1	.	1615	1615	0	0	0	0
FEZF1	FEZF1	chrx	1	1	.	6678	6678	0	0	0	0
CADPS2	CADPS2	chrx	1	1	.	559150	559150	620	860	629	946
RP5-1101C3.1	RP5-1101C3.1	chrx	1	1	.	109518	109518	0	0	0	0
RP11-61D3.1	RP11-61D3.1	chrx	1	1	.	33830	33830	0	0	0	0
SLC13A1	SLC13A1	chrx	1	1	.	82005	82005	0	0	1	0
IQUB	IQUB	chrx	1	1	.	76652	76652	0	7	0	15
RP11-332K15.1	RP11-332K15.1	chrx	1	1	.	2773	2773	0	0	0	0
NDUFA5	NDUFA5	chrx	1	1	.	11398	11398	102	53	9	62
ASB15	ASB15	chrx	1	1	.	67565	67565	0	0	0	0
RP11-390E23.3	RP11-390E23.3	chrx	1	1	.	38352	38352	0	0	0	0
LMOD2	LMOD2	chrx	1	1	.	5750	5750	0	0	0	0
WASL	WASL	chrx	1	1	.	62678	62678	112	93	70	84
HYALP1	HYALP1	chrx	1	1	.	13831	13831	0	0	0	0
HYAL4	HYAL4	chrx	1	1	.	45614	45614	0	0	0	0
SPAM1	SPAM1	chrx	1	1	.	42806	42806	0	0	0	0
RP4-630C24.3	RP4-630C24.3	chrx	1	1	.	30966	30966	0	0	0	0
RP5-921G16.1	RP5-921G16.1	chrx	1	1	.	358181	358181	0	0	0	0
RP11-264K23.1	RP11-264K23.1	chrx	1	1	.	12214	12214	0	0	0	0
RP5-921G16.2	RP5-921G16.2	chrx	1	1	.	12223	12223	0	0	0	0
GPR37	GPR37	chrx	1	1	.	16608	16608	0	2	2	0
POT1	POT1	chrx	1	1	.	101664	101664	86	53	84	155
RP11-3B12.1	RP11-3B12.1	chrx	1	1	.	241781	241781	0	55	0	8
EEF1GP1	EEF1GP1	chrx	1	1	.	546	546	0	0	0	0
RP11-3B12.5	RP11-3B12.5	chrx	1	1	.	1684	1684	0	0	0	0
RP11-3B12.2	RP11-3B12.2	chrx	1	1	.	203173	203173	0	0	0	0
RP11-3B12.3	RP11-3B12.3	chrx	1	1	.	32787	32787	0	0	0	0
RP11-807H17.1	RP11-807H17.1	chrx	1	1	.	34094	34094	0	0	0	0
AC005276.1	AC005276.1	chrx	1	1	.	15117	15117	0	0	0	0
AC000370.2	AC000370.2	chrx	1	1	.	44558	44558	0	0	0	0
GRM8	GRM8	chrx	1	1	.	806337	806337	0	0	0	0
AC000362.1	AC000362.1	chrx	1	1	.	385	385	0	0	0	0
AC000099.1	AC000099.1	chrx	1	1	.	12879	12879	0	0	0	0
ZNF800	ZNF800	chrx	1	1	.	79328	79328	443	640	372	904
AC000123.4	AC000123.4	chrx	1	1	.	878	878	0	0	0	0
AC000124.1	AC000124.1	chrx	1	1	.	7959	7959	0	0	0	0
GCC1	GCC1	chrx	1	1	.	7995	7995	1	21	21	44
ARF5	ARF5	chrx	1	1	.	1482	1482	55	73	40	23
FSCN3	FSCN3	chrx	1	1	.	7504	7504	0	0	0	0
PAX4	PAX4	chrx	1	1	.	3027	3027	0	0	0	0
AC073934.6	AC073934.6	chrx	1	1	.	6829	6829	0	0	4	45
SND1	SND1	chrx	1	1	.	433759	433759	1081	1482	1147	2158
LRRC4	LRRC4	chrx	1	1	.	995	995	134	243	163	234
LEP	LEP	chrx	1	1	.	12921	12921	0	0	0	0
RBM28	RBM28	chrx	1	1	.	30323	30323	43	87	39	106
PRRT4	PRRT4	chrx	1	1	.	7670	7670	0	0	0	0
IMPDH1	IMPDH1	chrx	1	1	.	14287	14287	108	297	43	105
HILPDA	HILPDA	chrx	1	1	.	498	498	0	0	0	0
RP11-155G14.5	RP11-155G14.5	chrx	1	1	.	2157	2157	0	0	0	25
METTL2B	METTL2B	chrx	1	1	.	23107	23107	105	195	104	146
RP11-274B21.1	RP11-274B21.1	chrx	1	1	.	95659	95659	245	161	60	262
CICP14	CICP14	chrx	1	1	.	96	96	0	0	0	0
RP11-274B21.5	RP11-274B21.5	chrx	1	1	.	672	672	0	0	0	0
FAM71F2	FAM71F2	chrx	1	1	.	11988	11988	25	0	4	12
FAM71F1	FAM71F1	chrx	1	1	.	20178	20178	0	0	0	0
CALU	CALU	chrx	1	1	.	27724	27724	249	220	240	297
OPN1SW	OPN1SW	chrx	1	1	.	2196	2196	0	0	0	0
CCDC136	CCDC136	chrx	1	1	.	25148	25148	20	24	15	20
FLNC	FLNC	chrx	1	1	.	19526	19526	569	464	270	611
RP11-309L24.2	RP11-309L24.2	chrx	1	1	.	11826	11826	0	0	0	0
KCP	KCP	chrx	1	1	.	39857	39857	0	2	3	1
ATP6V1F	ATP6V1F	chrx	1	1	.	2226	2226	29	18	17	19
RP11-309L24.4	RP11-309L24.4	chrx	1	1	.	1833	1833	0	0	0	21
RP11-309L24.6	RP11-309L24.6	chrx	1	1	.	785	785	0	0	0	0
IRF5	IRF5	chrx	1	1	.	8023	8023	0	0	0	0
TNPO3	TNPO3	chrx	1	1	.	96274	96274	269	348	269	438
RP11-286H14.2	RP11-286H14.2	chrx	1	1	.	150	150	0	0	0	0
RP11-286H14.1	RP11-286H14.1	chrx	1	1	.	312	312	0	0	0	0
RP11-286H14.4	RP11-286H14.4	chrx	1	1	.	2927	2927	0	0	1	0
TSPAN33	TSPAN33	chrx	1	1	.	21335	21335	0	0	0	0
RP11-286H14.6	RP11-286H14.6	chrx	1	1	.	591	591	0	0	0	0
SMO	SMO	chrx	1	1	.	20334	20334	7	8	10	18
RP11-286H14.8	RP11-286H14.8	chrx	1	1	.	3234	3234	0	0	0	0
AHCYL2	AHCYL2	chrx	1	1	.	198185	198185	74	183	88	109
STRIP2	STRIP2	chrx	1	1	.	47667	47667	98	54	50	26
SMKR1	SMKR1	chrx	1	1	.	9419	9419	0	0	0	0
NRF1	NRF1	chrx	1	1	.	141215	141215	286	224	154	206
RP11-738B7.1	RP11-738B7.1	chrx	1	1	.	1507	1507	0	0	0	0
UBE2H	UBE2H	chrx	1	1	.	115813	115813	105	321	317	315
RP11-306G20.1	RP11-306G20.1	chrx	1	1	.	72111	72111	0	0	36	0
ZC3HC1	ZC3HC1	chrx	1	1	.	30125	30125	77	98	93	204
KLHDC10	KLHDC10	chrx	1	1	.	58569	58569	110	70	59	66
RP11-775D22.2	RP11-775D22.2	chrx	1	1	.	380	380	0	0	0	0
TMEM209	TMEM209	chrx	1	1	.	38268	38268	200	204	171	106
RP11-775D22.3	RP11-775D22.3	chrx	1	1	.	31061	31061	0	0	0	0
SSMEM1	SSMEM1	chrx	1	1	.	7821	7821	0	0	0	0
RP11-190G13.4	RP11-190G13.4	chrx	1	1	.	6435	6435	0	0	0	0
CPA2	CPA2	chrx	1	1	.	21121	21121	0	0	0	0
CPA4	CPA4	chrx	1	1	.	26961	26961	23	18	27	47
CPA5	CPA5	chrx	1	1	.	20862	20862	0	0	0	0
CPA1	CPA1	chrx	1	1	.	4842	4842	0	0	0	0
CEP41	CEP41	chrx	1	1	.	36078	36078	21	33	28	35
MEST	MEST	chrx	1	1	.	15370	15370	1	34	1	3
COPG2	COPG2	chrx	1	1	.	204864	204864	82	122	75	132
TSGA13	TSGA13	chrx	1	1	.	16506	16506	0	0	0	0
AC016831.6	AC016831.6	chrx	1	1	.	1791	1791	0	0	0	0
AC016831.7	AC016831.7	chrx	1	1	.	73306	73306	0	37	73	38
MIR29B1	MIR29B1	chrx	1	1	.	29877	29877	416	534	948	853
MKLN1	MKLN1	chrx	1	1	.	373216	373216	173	177	175	198
PODXL	PODXL	chrx	1	1	.	51050	51050	478	726	301	527
AC009518.2	AC009518.2	chrx	1	1	.	267	267	0	0	0	0
AC009518.4	AC009518.4	chrx	1	1	.	49698	49698	0	0	0	1
AC105443.2	AC105443.2	chrx	1	1	.	1011	1011	0	0	0	0
PLXNA4	PLXNA4	chrx	1	1	.	508915	508915	3214	2702	2709	4158
AC018643.4	AC018643.4	chrx	1	1	.	6700	6700	0	0	0	0
AC011625.1	AC011625.1	chrx	1	1	.	15113	15113	0	0	0	0
AC009365.4	AC009365.4	chrx	1	1	.	910	910	0	0	0	0
CHCHD3	CHCHD3	chrx	1	1	.	293476	293476	589	433	395	644
AC009518.8	AC009518.8	chrx	1	1	.	18096	18096	0	0	0	0
EXOC4	EXOC4	chrx	1	1	.	803978	803978	676	489	462	763
AC007790.4	AC007790.4	chrx	1	1	.	319	319	0	0	0	0
LRGUK	LRGUK	chrx	1	1	.	134003	134003	0	0	0	27
AC008154.4	AC008154.4	chrx	1	1	.	1140	1140	0	0	0	0
SLC35B4	SLC35B4	chrx	1	1	.	20593	20593	89	89	23	70
AC008154.5	AC008154.5	chrx	1	1	.	4392	4392	0	0	0	0
RP11-38M8.1	RP11-38M8.1	chrx	1	1	.	14953	14953	1	6	0	75
AKR1B1	AKR1B1	chrx	1	1	.	13261	13261	238	219	114	225
AKR1B10	AKR1B10	chrx	1	1	.	12053	12053	0	0	0	0
AKR1B15	AKR1B15	chrx	1	1	.	27396	27396	0	0	0	0
BPGM	BPGM	chrx	1	1	.	30457	30457	138	186	174	466
AC009276.4	AC009276.4	chrx	1	1	.	3590	3590	0	0	0	0
CALD1	CALD1	chrx	1	1	.	216503	216503	3124	2615	3853	4218
AGBL3	AGBL3	chrx	1	1	.	152620	152620	19	50	98	45
C7orf49	C7orf49	chrx	1	1	.	73225	73225	252	187	143	277
TMEM140	TMEM140	chrx	1	1	.	15829	15829	46	45	7	17
WDR91	WDR91	chrx	1	1	.	21634	21634	31	31	29	88
AC009542.2	AC009542.2	chrx	1	1	.	1786	1786	0	0	0	0
STRA8	STRA8	chrx	1	1	.	25505	25505	0	0	0	0
CNOT4	CNOT4	chrx	1	1	.	141300	141300	303	669	321	636
NUP205	NUP205	chrx	1	1	.	83126	83126	267	240	154	327
C7orf73	C7orf73	chrx	1	1	.	27175	27175	177	230	126	244
SLC13A4	SLC13A4	chrx	1	1	.	39345	39345	0	0	0	0
FAM180A	FAM180A	chrx	1	1	.	17821	17821	0	0	0	0
AC015987.1	AC015987.1	chrx	1	1	.	3946	3946	0	0	0	0
MTPN	MTPN	chrx	1	1	.	46812	46812	82	146	90	187
AC024084.1	AC024084.1	chrx	1	1	.	58447	58447	0	0	12	0
AC009784.3	AC009784.3	chrx	1	1	.	343203	343203	0	0	0	18
CHRM2	CHRM2	chrx	1	1	.	143123	143123	0	0	0	0
PTN	PTN	chrx	1	1	.	114800	114800	0	0	0	0
AC078842.4	AC078842.4	chrx	1	1	.	6468	6468	0	0	0	0
AC078842.3	AC078842.3	chrx	1	1	.	8995	8995	0	0	0	0
DGKI	DGKI	chrx	1	1	.	450431	450431	7	1	19	17
CREB3L2	CREB3L2	chrx	1	1	.	118277	118277	304	312	706	667
AC022173.2	AC022173.2	chrx	1	1	.	4036	4036	0	0	0	0
AKR1D1	AKR1D1	chrx	1	1	.	110296	110296	0	0	0	0
AC009263.2	AC009263.2	chrx	1	1	.	639	639	0	0	0	0
AC024082.3	AC024082.3	chrx	1	1	.	543	543	0	0	0	0
RCC2P3	RCC2P3	chrx	1	1	.	853	853	0	0	0	0
AC083867.4	AC083867.4	chrx	1	1	.	739	739	0	0	0	0
TRIM24	TRIM24	chrx	1	1	.	120395	120395	101	344	216	438
SVOPL	SVOPL	chrx	1	1	.	100188	100188	0	0	27	0
AC013429.4	AC013429.4	chrx	1	1	.	354	354	0	0	0	0
UQCRFS1P2	UQCRFS1P2	chrx	1	1	.	732	732	0	0	0	0
ATP6V0A4	ATP6V0A4	chrx	1	1	.	89187	89187	0	19	2	2
TMEM213	TMEM213	chrx	1	1	.	35332	35332	0	0	24	24
KIAA1549	KIAA1549	chrx	1	1	.	137328	137328	46	162	26	118
ZC3HAV1L	ZC3HAV1L	chrx	1	1	.	8563	8563	49	35	59	118
ZC3HAV1	ZC3HAV1	chrx	1	1	.	57388	57388	149	147	34	318
TTC26	TTC26	chrx	1	1	.	53210	53210	96	26	52	26
RP11-365F18.1	RP11-365F18.1	chrx	1	1	.	15	15	0	0	0	0
RP11-365F18.5	RP11-365F18.5	chrx	1	1	.	135	135	0	0	0	0
UBN2	UBN2	chrx	1	1	.	61461	61461	131	84	208	164
C7orf55	C7orf55	chrx	1	1	.	5331	5331	0	0	29	0
LUC7L2	LUC7L2	chrx	1	1	.	78765	78765	803	1086	881	1653
KLRG2	KLRG2	chrx	1	1	.	28818	28818	10	0	0	0
CLEC2L	CLEC2L	chrx	1	1	.	18282	18282	0	0	0	0
HIPK2	HIPK2	chrx	1	1	.	216012	216012	1027	1446	905	1510
TBXAS1	TBXAS1	chrx	1	1	.	236955	236955	69	79	134	87
PARP12	PARP12	chrx	1	1	.	33667	33667	278	238	173	334
JHDM1D	JHDM1D	chrx	1	1	.	82722	82722	103	91	143	308
SLC37A3	SLC37A3	chrx	1	1	.	99876	99876	99	247	132	391
RAB19	RAB19	chrx	1	1	.	21062	21062	0	0	0	1
MKRN1	MKRN1	chrx	1	1	.	20641	20641	9	108	7	2
DENND2A	DENND2A	chrx	1	1	.	150383	150383	0	3	0	0
ADCK2	ADCK2	chrx	1	1	.	20124	20124	0	0	0	11
NDUFB2	NDUFB2	chrx	1	1	.	26710	26710	2	9	0	20
BRAF	BRAF	chrx	1	1	.	195019	195019	347	499	273	464
CCT4P1	CCT4P1	chrx	1	1	.	289	289	0	0	0	0
MRPS33	MRPS33	chrx	1	1	.	7347	7347	4	11	1	68
TMEM178B	TMEM178B	chrx	1	1	.	395046	395046	0	2	16	1
RP5-914M6.1	RP5-914M6.1	chrx	1	1	.	312	312	0	0	0	0
RP5-842K16.1	RP5-842K16.1	chrx	1	1	.	567	567	0	0	0	0
RP5-842K16.2	RP5-842K16.2	chrx	1	1	.	960	960	0	0	0	0
RP11-744I24.3	RP11-744I24.3	chrx	1	1	.	99	99	0	0	0	0
RP11-744I24.2	RP11-744I24.2	chrx	1	1	.	21465	21465	0	1	0	0
AGK	AGK	chrx	1	1	.	97473	97473	146	233	152	113
RP5-894A10.2	RP5-894A10.2	chrx	1	1	.	3658	3658	17	75	18	107
KIAA1147	KIAA1147	chrx	1	1	.	37127	37127	66	202	258	223
WEE2	WEE2	chrx	1	1	.	19669	19669	0	0	0	0
SSBP1	SSBP1	chrx	1	1	.	42520	42520	184	179	83	183
PRSS37	PRSS37	chrx	1	1	.	2987	2987	0	0	0	0
MGAM	MGAM	chrx	1	1	.	186242	186242	0	20	1	0
CLEC5A	CLEC5A	chrx	1	1	.	15510	15510	0	0	0	0
RP11-1220K2.2	RP11-1220K2.2	chrx	1	1	.	102346	102346	0	0	0	0
MOXD2P	MOXD2P	chrx	1	1	.	4718	4718	0	0	0	0
PRSS58	PRSS58	chrx	1	1	.	4753	4753	0	0	0	0
U66059.29	U66059.29	chrx	1	1	.	3952	3952	0	0	0	0
U66059.58	U66059.58	chrx	1	1	.	2734	2734	0	0	0	0
PRSS3P3	PRSS3P3	chrx	1	1	.	3269	3269	0	0	0	0
TRBV2	TRBV2	chrx	1	1	.	86	86	0	0	0	0
TRBV3-1	TRBV3-1	chrx	1	1	.	114	114	0	0	0	0
TRBV4-1	TRBV4-1	chrx	1	1	.	108	108	0	0	0	0
TRBV5-1	TRBV5-1	chrx	1	1	.	212	212	0	0	0	0
TRBV6-1	TRBV6-1	chrx	1	1	.	87	87	0	0	0	0
TRBV7-1	TRBV7-1	chrx	1	1	.	140	140	0	0	0	0
TRBV4-2	TRBV4-2	chrx	1	1	.	108	108	0	0	0	0
TRBV7-8	TRBV7-8	chrx	1	1	.	135	135	0	0	0	0
TRBV6-9	TRBV6-9	chrx	1	1	.	87	87	0	0	0	0
TRBV5-7	TRBV5-7	chrx	1	1	.	122	122	0	0	0	0
TRBV7-7	TRBV7-7	chrx	1	1	.	153	153	0	0	0	0
TRBV6-8	TRBV6-8	chrx	1	1	.	86	86	0	0	0	0
TRBV5-6	TRBV5-6	chrx	1	1	.	121	121	0	0	0	0
TRBV7-6	TRBV7-6	chrx	1	1	.	144	144	0	0	0	0
TRBV6-7	TRBV6-7	chrx	1	1	.	87	87	0	0	0	0
TRBV5-5	TRBV5-5	chrx	1	1	.	120	120	0	0	0	0
TRBV7-5	TRBV7-5	chrx	1	1	.	125	125	0	0	0	0
TRBV6-6	TRBV6-6	chrx	1	1	.	87	87	0	0	0	0
TRBV5-4	TRBV5-4	chrx	1	1	.	120	120	0	0	0	0
TRBV7-4	TRBV7-4	chrx	1	1	.	113	113	0	0	0	0
TRBV6-5	TRBV6-5	chrx	1	1	.	90	90	0	0	0	0
TRBV12-2	TRBV12-2	chrx	1	1	.	97	97	0	0	0	0
TRBV11-2	TRBV11-2	chrx	1	1	.	90	90	0	0	0	0
TRBV10-2	TRBV10-2	chrx	1	1	.	104	104	0	0	0	0
TRBV12-1	TRBV12-1	chrx	1	1	.	97	97	0	0	0	0
TRBV11-1	TRBV11-1	chrx	1	1	.	99	99	0	0	0	0
TRBV10-1	TRBV10-1	chrx	1	1	.	104	104	0	0	0	0
TRBV9	TRBV9	chrx	1	1	.	130	130	0	0	0	0
TRBV5-3	TRBV5-3	chrx	1	1	.	122	122	0	0	0	0
TRBV7-3	TRBV7-3	chrx	1	1	.	108	108	0	0	0	0
TRBV6-4	TRBV6-4	chrx	1	1	.	89	89	0	0	0	0
TRBV19	TRBV19	chrx	1	1	.	130	130	0	0	0	0
TRBV20-1	TRBV20-1	chrx	1	1	.	336	336	0	0	0	0
TRBV21-1	TRBV21-1	chrx	1	1	.	111	111	0	0	0	0
TRBV22-1	TRBV22-1	chrx	1	1	.	112	112	0	0	0	0
TRBV23-1	TRBV23-1	chrx	1	1	.	148	148	0	0	0	0
TRBV24-1	TRBV24-1	chrx	1	1	.	130	130	0	0	0	0
TRBV25-1	TRBV25-1	chrx	1	1	.	122	122	0	0	0	0
TRBVA	TRBVA	chrx	1	1	.	137	137	0	0	0	0
TRBV26	TRBV26	chrx	1	1	.	139	139	0	0	0	0
TRBVB	TRBVB	chrx	1	1	.	131	131	0	0	0	0
TRBV27	TRBV27	chrx	1	1	.	127	127	0	0	0	0
TRBV28	TRBV28	chrx	1	1	.	135	135	0	0	0	0
TRBV29-1	TRBV29-1	chrx	1	1	.	285	285	0	0	0	0
PRSS1	PRSS1	chrx	1	1	.	1727	1727	0	0	0	0
PRSS3P1	PRSS3P1	chrx	1	1	.	2779	2779	0	0	0	0
PRSS3P2	PRSS3P2	chrx	1	1	.	3007	3007	0	0	0	0
TRBC2	TRBC2	chrx	1	1	.	944	944	79	94	33	199
TRBV30	TRBV30	chrx	1	1	.	365	365	0	0	0	0
EPHB6	EPHB6	chrx	1	1	.	10671	10671	23	35	0	21
TRPV6	TRPV6	chrx	1	1	.	2619	2619	0	0	0	0
RP11-114L10.2	RP11-114L10.2	chrx	1	1	.	16368	16368	0	0	0	0
TRPV5	TRPV5	chrx	1	1	.	21925	21925	0	0	0	0
C7orf34	C7orf34	chrx	1	1	.	590	590	0	0	0	0
KEL	KEL	chrx	1	1	.	17607	17607	0	22	0	0
OR9P1P	OR9P1P	chrx	1	1	.	85	85	0	0	0	0
OR6W1P	OR6W1P	chrx	1	1	.	139	139	0	0	0	0
PIP	PIP	chrx	1	1	.	7079	7079	0	0	0	0
GSTK1	GSTK1	chrx	1	1	.	22525	22525	166	94	104	139
AC073342.12	AC073342.12	chrx	1	1	.	31179	31179	10	0	36	3
TMEM139	TMEM139	chrx	1	1	.	5520	5520	0	0	0	0
CASP2	CASP2	chrx	1	1	.	10844	10844	93	64	38	54
CLCN1	CLCN1	chrx	1	1	.	32604	32604	0	0	0	0
FAM131B	FAM131B	chrx	1	1	.	2929	2929	0	49	0	3
AC093673.5	AC093673.5	chrx	1	1	.	154	154	27	75	107	173
ZYX	ZYX	chrx	1	1	.	6533	6533	400	242	285	356
EPHA1	EPHA1	chrx	1	1	.	13839	13839	0	0	0	0
PAICSP5	PAICSP5	chrx	1	1	.	331	331	0	0	0	0
FAM115B	FAM115B	chrx	1	1	.	7507	7507	0	0	0	2
FAM115C	FAM115C	chrx	1	1	.	102838	102838	148	36	16	43
FAM115D	FAM115D	chrx	1	1	.	170681	170681	73	106	25	83
RP11-61L23.2	RP11-61L23.2	chrx	1	1	.	186049	186049	294	76	268	323
PAICSP6	PAICSP6	chrx	1	1	.	336	336	0	0	0	0
FAM115A	FAM115A	chrx	1	1	.	44492	44492	158	144	67	14
RP4-669B10.3	RP4-669B10.3	chrx	1	1	.	38273	38273	0	0	0	0
RP4-669B10.6	RP4-669B10.6	chrx	1	1	.	405	405	0	0	0	0
ARHGEF35	ARHGEF35	chrx	1	1	.	92946	92946	0	36	0	0
RP4-545C24.1	RP4-545C24.1	chrx	1	1	.	83419	83419	197	269	75	247
ARHGEF34P	ARHGEF34P	chrx	1	1	.	16577	16577	0	0	0	0
OR2A9P	OR2A9P	chrx	1	1	.	3118	3118	0	0	11	0
ARHGEF5	ARHGEF5	chrx	1	1	.	19499	19499	7	0	0	1
NOBOX	NOBOX	chrx	1	1	.	10855	10855	0	0	0	0
TPK1	TPK1	chrx	1	1	.	374585	374585	121	189	81	214
AC006007.1	AC006007.1	chrx	1	1	.	4814	4814	0	0	0	0
CNTNAP2	CNTNAP2	chrx	1	1	.	2291791	2291791	1	0	2	2
AC006004.1	AC006004.1	chrx	1	1	.	14525	14525	0	0	0	0
AC005518.2	AC005518.2	chrx	1	1	.	315	315	0	0	0	0
C7orf33	C7orf33	chrx	1	1	.	23938	23938	0	0	0	0
RP5-1136G13.1	RP5-1136G13.1	chrx	1	1	.	369	369	0	0	0	0
CUL1	CUL1	chrx	1	1	.	99529	99529	433	705	499	657
EZH2	EZH2	chrx	1	1	.	72373	72373	110	82	105	88
PDIA4	PDIA4	chrx	1	1	.	22285	22285	395	213	183	209
ZNF786	ZNF786	chrx	1	1	.	17538	17538	9	0	0	13
ZNF425	ZNF425	chrx	1	1	.	19573	19573	22	6	0	0
ZNF398	ZNF398	chrx	1	1	.	50191	50191	43	72	5	9
ZNF282	ZNF282	chrx	1	1	.	26918	26918	306	586	252	486
ZNF212	ZNF212	chrx	1	1	.	12767	12767	30	35	51	61
ZNF783	ZNF783	chrx	1	1	.	26096	26096	18	164	72	93
RP4-800G7.3	RP4-800G7.3	chrx	1	1	.	1273	1273	0	0	0	0
RP4-800G7.2	RP4-800G7.2	chrx	1	1	.	7569	7569	0	0	0	0
AC004941.3	AC004941.3	chrx	1	1	.	131	131	0	0	0	0
ZNF777	ZNF777	chrx	1	1	.	26518	26518	148	145	14	123
ZNF746	ZNF746	chrx	1	1	.	16752	16752	70	145	85	69
